"MONTH","CARRIER","ORIGIN","DEST","DEP_DELAY","ARR_DELAY",
1,"EV","PNS","IAH",-5.00,-1.00,
1,"EV","PNS","IAH",-10.00,-17.00,
1,"EV","PNS","IAH",-4.00,-5.00,
1,"EV","PNS","IAH",-5.00,-17.00,
1,"EV","PNS","IAH",-13.00,-15.00,
1,"EV","PNS","IAH",-10.00,-6.00,
1,"EV","IAH","VPS",11.00,4.00,
1,"EV","IAH","VPS",-4.00,-14.00,
1,"EV","IAH","VPS",-10.00,-1.00,
1,"EV","IAH","VPS",-10.00,-18.00,
1,"EV","IAH","VPS",-4.00,-19.00,
1,"EV","IAH","VPS",-6.00,-13.00,
1,"EV","IAH","VPS",20.00,4.00,
1,"EV","PNS","IAH",4.00,-10.00,
1,"EV","PNS","IAH",-1.00,-14.00,
1,"EV","PNS","IAH",-9.00,-23.00,
1,"EV","PNS","IAH",-11.00,-27.00,
1,"EV","VPS","IAH",-6.00,-10.00,
1,"EV","VPS","IAH",-5.00,-15.00,
1,"EV","VPS","IAH",-3.00,-15.00,
1,"EV","VPS","IAH",-15.00,-19.00,
1,"EV","VPS","IAH",-6.00,-24.00,
1,"EV","VPS","IAH",13.00,7.00,
1,"EV","VPS","IAH",-2.00,5.00,
1,"EV","VPS","IAH",-8.00,-30.00,
1,"EV","VPS","IAH",-4.00,-32.00,
1,"EV","VPS","IAH",-7.00,-17.00,
1,"EV","VPS","IAH",-8.00,,
1,"EV","VPS","IAH",-6.00,-16.00,
1,"EV","VPS","IAH",-4.00,-15.00,
1,"EV","VPS","IAH",-4.00,-14.00,
1,"EV","VPS","IAH",0.00,-5.00,
1,"EV","VPS","IAH",,,
1,"EV","VPS","IAH",6.00,-2.00,
1,"EV","VPS","IAH",7.00,-5.00,
1,"EV","VPS","IAH",-10.00,-11.00,
1,"EV","VPS","IAH",-4.00,-16.00,
1,"EV","VPS","IAH",-9.00,-13.00,
1,"EV","VPS","IAH",-7.00,-7.00,
1,"EV","VPS","IAH",-13.00,-16.00,
1,"EV","VPS","IAH",-10.00,-5.00,
1,"EV","VPS","IAH",-11.00,-19.00,
1,"EV","VPS","IAH",-9.00,-18.00,
1,"EV","VPS","IAH",32.00,26.00,
1,"EV","VPS","IAH",-9.00,-30.00,
1,"EV","VPS","IAH",-9.00,-11.00,
1,"EV","VPS","IAH",-10.00,-25.00,
1,"EV","VPS","IAH",-8.00,-20.00,
1,"EV","IAH","PNS",34.00,12.00,
1,"EV","IAH","PNS",7.00,1.00,
1,"EV","IAH","PNS",-6.00,-23.00,
1,"EV","IAH","PNS",-12.00,-18.00,
1,"EV","ECP","IAH",-5.00,-5.00,
1,"EV","ECP","IAH",-5.00,1.00,
1,"EV","ECP","IAH",20.00,3.00,
1,"EV","ECP","IAH",-5.00,-12.00,
1,"EV","ECP","IAH",-2.00,-16.00,
1,"EV","ECP","IAH",-12.00,-11.00,
1,"EV","ECP","IAH",-15.00,-37.00,
1,"EV","ECP","IAH",-8.00,-30.00,
1,"EV","ECP","IAH",-13.00,20.00,
1,"EV","ECP","IAH",-10.00,-21.00,
1,"EV","ECP","IAH",3.00,-4.00,
1,"EV","ECP","IAH",-3.00,20.00,
1,"EV","ECP","IAH",,,
1,"EV","ECP","IAH",,,
1,"EV","ECP","IAH",-3.00,6.00,
1,"EV","ECP","IAH",-8.00,2.00,
1,"EV","ECP","IAH",-7.00,-4.00,
1,"EV","ECP","IAH",-13.00,-20.00,
1,"EV","ECP","IAH",-10.00,-12.00,
1,"EV","ECP","IAH",-10.00,-9.00,
1,"EV","ECP","IAH",-11.00,14.00,
1,"EV","ECP","IAH",-12.00,-7.00,
1,"EV","ECP","IAH",-3.00,1.00,
1,"EV","ECP","IAH",-11.00,4.00,
1,"EV","ECP","IAH",290.00,286.00,
1,"EV","ECP","IAH",-8.00,-20.00,
1,"EV","IAH","ECP",-7.00,14.00,
1,"EV","IAH","ECP",-5.00,-12.00,
1,"EV","IAH","ECP",-12.00,4.00,
1,"EV","IAH","ECP",-9.00,-21.00,
1,"EV","IAH","ECP",-5.00,-9.00,
1,"EV","IAH","ECP",-4.00,3.00,
1,"EV","IAH","ECP",-1.00,-11.00,
1,"EV","IAH","ECP",0.00,-19.00,
1,"EV","IAH","ECP",,,
1,"EV","IAH","ECP",,,
1,"EV","IAH","ECP",6.00,0.00,
1,"EV","IAH","ECP",-7.00,-13.00,
1,"EV","IAH","ECP",-9.00,-5.00,
1,"EV","IAH","ECP",-7.00,-23.00,
1,"EV","IAH","ECP",-4.00,-7.00,
1,"EV","IAH","ECP",-5.00,-9.00,
1,"EV","IAH","ECP",-8.00,-23.00,
1,"EV","IAH","ECP",-15.00,-21.00,
1,"EV","IAH","ECP",-2.00,-16.00,
1,"EV","IAH","ECP",-12.00,-6.00,
1,"EV","IAH","ECP",5.00,-2.00,
1,"EV","IAH","ECP",-9.00,-9.00,
1,"EV","IAH","ECP",-8.00,-9.00,
1,"EV","IAH","ECP",26.00,11.00,
1,"EV","IAH","VPS",-6.00,-4.00,
1,"EV","IAH","VPS",-2.00,-3.00,
1,"EV","IAH","VPS",-5.00,-9.00,
1,"EV","IAH","VPS",-3.00,-7.00,
1,"EV","IAH","VPS",-3.00,-6.00,
1,"EV","IAH","VPS",-2.00,-6.00,
1,"EV","IAH","VPS",-9.00,-27.00,
1,"EV","IAH","VPS",14.00,4.00,
1,"EV","IAH","VPS",,,
1,"EV","IAH","VPS",18.00,13.00,
1,"EV","IAH","VPS",10.00,15.00,
1,"EV","IAH","VPS",0.00,-1.00,
1,"EV","IAH","VPS",-1.00,1.00,
1,"EV","IAH","VPS",-7.00,-20.00,
1,"EV","IAH","VPS",-5.00,-2.00,
1,"EV","IAH","VPS",-9.00,-19.00,
1,"EV","IAH","VPS",4.00,-11.00,
1,"EV","IAH","VPS",-4.00,-9.00,
1,"EV","IAH","VPS",-3.00,-11.00,
1,"EV","IAH","VPS",1.00,41.00,
1,"EV","IAH","VPS",-5.00,-1.00,
1,"EV","IAH","VPS",-10.00,-16.00,
1,"EV","IAH","VPS",-11.00,-20.00,
1,"EV","IAH","VPS",-7.00,-19.00,
1,"EV","ORD","PNS",72.00,59.00,
1,"EV","ORD","PNS",30.00,16.00,
1,"EV","ORD","PNS",20.00,29.00,
1,"EV","ORD","PNS",-5.00,-23.00,
1,"EV","ORD","PNS",-7.00,-24.00,
1,"EV","ORD","PNS",16.00,-7.00,
1,"EV","ORD","PNS",1.00,0.00,
1,"EV","PNS","IAH",-7.00,-5.00,
1,"EV","PNS","IAH",231.00,226.00,
1,"EV","PNS","IAH",-12.00,-26.00,
1,"EV","PNS","IAH",2.00,-12.00,
1,"EV","PNS","IAH",-12.00,-26.00,
1,"EV","PNS","IAH",-14.00,-19.00,
1,"EV","PNS","IAH",-10.00,-11.00,
1,"EV","PNS","IAH",-8.00,-33.00,
1,"EV","PNS","IAH",-10.00,-21.00,
1,"EV","PNS","IAH",-11.00,-31.00,
1,"EV","PNS","IAH",1.00,-4.00,
1,"EV","PNS","IAH",-5.00,-13.00,
1,"EV","PNS","IAH",-10.00,-18.00,
1,"EV","PNS","IAH",-10.00,-13.00,
1,"EV","PNS","IAH",,,
1,"EV","PNS","IAH",-13.00,-30.00,
1,"EV","PNS","IAH",-14.00,4.00,
1,"EV","PNS","IAH",-9.00,-13.00,
1,"EV","PNS","IAH",-10.00,-17.00,
1,"EV","PNS","IAH",-14.00,-25.00,
1,"EV","PNS","IAH",-16.00,-24.00,
1,"EV","PNS","IAH",-8.00,-14.00,
1,"EV","PNS","IAH",-7.00,-9.00,
1,"EV","PNS","IAH",-6.00,-11.00,
1,"EV","PNS","IAH",-16.00,-28.00,
1,"EV","PNS","IAH",-1.00,-12.00,
1,"EV","PNS","IAH",-10.00,-18.00,
1,"EV","PNS","ORD",49.00,43.00,
1,"EV","PNS","ORD",11.00,-5.00,
1,"EV","PNS","ORD",20.00,28.00,
1,"EV","PNS","ORD",-15.00,-25.00,
1,"EV","PNS","ORD",-10.00,-10.00,
1,"EV","PNS","ORD",-8.00,-10.00,
1,"EV","PNS","ORD",-10.00,7.00,
1,"EV","ECP","IAH",-10.00,-27.00,
1,"EV","ECP","IAH",-2.00,-10.00,
1,"EV","ECP","IAH",68.00,55.00,
1,"EV","ECP","IAH",-8.00,-19.00,
1,"EV","ECP","IAH",30.00,6.00,
1,"EV","ECP","IAH",7.00,-11.00,
1,"EV","ECP","IAH",-13.00,-33.00,
1,"EV","ECP","IAH",-1.00,-12.00,
1,"EV","ECP","IAH",-6.00,,
1,"EV","ECP","IAH",-4.00,-15.00,
1,"EV","ECP","IAH",-2.00,-6.00,
1,"EV","ECP","IAH",-9.00,-16.00,
1,"EV","ECP","IAH",-6.00,-8.00,
1,"EV","ECP","IAH",,,
1,"EV","ECP","IAH",7.00,52.00,
1,"EV","ECP","IAH",-5.00,-13.00,
1,"EV","ECP","IAH",-8.00,-10.00,
1,"EV","ECP","IAH",117.00,110.00,
1,"EV","ECP","IAH",-15.00,-34.00,
1,"EV","ECP","IAH",-5.00,2.00,
1,"EV","ECP","IAH",-7.00,-17.00,
1,"EV","ECP","IAH",-12.00,-19.00,
1,"EV","ECP","IAH",-13.00,-7.00,
1,"EV","ECP","IAH",-10.00,-2.00,
1,"EV","ECP","IAH",-4.00,-12.00,
1,"EV","ECP","IAH",-1.00,-15.00,
1,"EV","ECP","IAH",-9.00,-21.00,
1,"EV","ECP","IAH",-10.00,-23.00,
1,"EV","ECP","IAH",-1.00,-14.00,
1,"EV","PNS","IAH",-11.00,-36.00,
1,"EV","PNS","IAH",-11.00,-40.00,
1,"EV","PNS","IAH",-8.00,-18.00,
1,"EV","PNS","IAH",-10.00,,
1,"EV","PNS","IAH",-8.00,-7.00,
1,"EV","PNS","IAH",207.00,194.00,
1,"EV","PNS","IAH",,,
1,"EV","PNS","IAH",85.00,75.00,
1,"EV","PNS","IAH",-10.00,-20.00,
1,"EV","PNS","IAH",-13.00,-36.00,
1,"EV","PNS","IAH",-11.00,-27.00,
1,"EV","PNS","IAH",36.00,27.00,
1,"EV","PNS","IAH",-15.00,-26.00,
1,"EV","PNS","IAH",-15.00,-21.00,
1,"EV","PNS","IAH",-14.00,-27.00,
1,"EV","PNS","IAH",-14.00,-33.00,
1,"EV","PNS","IAH",-3.00,-24.00,
1,"EV","PNS","IAH",-10.00,-17.00,
1,"EV","PNS","IAH",-12.00,-23.00,
1,"EV","PNS","IAH",-12.00,-25.00,
1,"EV","IAH","PNS",14.00,-3.00,
1,"EV","IAH","PNS",-4.00,-13.00,
1,"EV","IAH","PNS",-4.00,9.00,
1,"EV","IAH","PNS",1.00,-12.00,
1,"EV","IAH","PNS",-10.00,-15.00,
1,"EV","IAH","PNS",-7.00,-10.00,
1,"EV","IAH","ECP",-11.00,-19.00,
1,"EV","IAH","ECP",-3.00,3.00,
1,"EV","IAH","ECP",-6.00,-14.00,
1,"EV","IAH","ECP",-9.00,-25.00,
1,"EV","IAH","ECP",-6.00,-16.00,
1,"EV","IAH","ECP",-6.00,-12.00,
1,"EV","IAH","ECP",-10.00,-12.00,
1,"EV","IAH","ECP",-9.00,-9.00,
1,"EV","IAH","ECP",45.00,44.00,
1,"EV","IAH","ECP",-5.00,-18.00,
1,"EV","IAH","ECP",-8.00,-20.00,
1,"EV","IAH","ECP",8.00,-8.00,
1,"EV","IAH","ECP",,,
1,"EV","IAH","ECP",99.00,93.00,
1,"EV","IAH","ECP",-2.00,-17.00,
1,"EV","IAH","ECP",-10.00,-13.00,
1,"EV","IAH","ECP",-5.00,-11.00,
1,"EV","IAH","ECP",-6.00,-18.00,
1,"EV","IAH","ECP",-10.00,-30.00,
1,"EV","IAH","ECP",-12.00,-10.00,
1,"EV","IAH","ECP",-1.00,16.00,
1,"EV","IAH","ECP",-9.00,-19.00,
1,"EV","IAH","ECP",-3.00,-15.00,
1,"EV","IAH","ECP",-9.00,-19.00,
1,"EV","IAH","ECP",-8.00,-16.00,
1,"EV","IAH","ECP",44.00,24.00,
1,"EV","JAX","EWR",181.00,165.00,
1,"EV","JAX","EWR",49.00,52.00,
1,"EV","JAX","EWR",-15.00,0.00,
1,"EV","IAH","VPS",-3.00,-12.00,
1,"EV","IAH","VPS",-7.00,6.00,
1,"EV","IAH","VPS",-4.00,-11.00,
1,"EV","IAH","VPS",-1.00,-16.00,
1,"EV","IAH","VPS",-6.00,-10.00,
1,"EV","IAH","VPS",-5.00,-16.00,
1,"EV","IAH","VPS",-5.00,-12.00,
1,"EV","IAH","PNS",-5.00,-26.00,
1,"EV","IAH","PNS",-3.00,-10.00,
1,"EV","IAH","PNS",-6.00,-16.00,
1,"EV","IAH","PNS",22.00,14.00,
1,"EV","IAH","PNS",-10.00,-17.00,
1,"EV","IAH","PNS",-3.00,-14.00,
1,"EV","IAH","PNS",-4.00,-16.00,
1,"EV","IAH","PNS",-2.00,-6.00,
1,"EV","IAH","PNS",-8.00,-18.00,
1,"EV","IAH","PNS",-8.00,-23.00,
1,"EV","IAH","PNS",7.00,2.00,
1,"EV","IAH","PNS",-1.00,-2.00,
1,"EV","IAH","PNS",-8.00,-28.00,
1,"EV","IAH","PNS",-6.00,-13.00,
1,"EV","IAH","PNS",,,
1,"EV","IAH","PNS",-2.00,-3.00,
1,"EV","IAH","PNS",-10.00,-19.00,
1,"EV","IAH","PNS",-4.00,-6.00,
1,"EV","IAH","PNS",-1.00,-7.00,
1,"EV","IAH","PNS",-8.00,-26.00,
1,"EV","IAH","PNS",-5.00,-14.00,
1,"EV","IAH","PNS",7.00,-6.00,
1,"EV","IAH","PNS",12.00,5.00,
1,"EV","IAH","PNS",-4.00,-9.00,
1,"EV","IAH","PNS",-8.00,-13.00,
1,"EV","IAH","PNS",-5.00,9.00,
1,"EV","IAH","PNS",-8.00,-17.00,
1,"EV","EWR","JAX",10.00,28.00,
1,"EV","EWR","JAX",-8.00,-16.00,
1,"EV","EWR","JAX",-10.00,2.00,
1,"EV","VPS","IAH",-9.00,3.00,
1,"EV","VPS","IAH",-7.00,1.00,
1,"EV","VPS","IAH",0.00,-15.00,
1,"EV","VPS","IAH",-2.00,-3.00,
1,"EV","VPS","IAH",-8.00,-19.00,
1,"EV","VPS","IAH",-6.00,-24.00,
1,"EV","VPS","IAH",-8.00,-4.00,
1,"EV","VPS","IAH",-11.00,-14.00,
1,"EV","VPS","IAH",48.00,27.00,
1,"EV","VPS","IAH",-6.00,-3.00,
1,"EV","VPS","IAH",-7.00,-6.00,
1,"EV","VPS","IAH",-4.00,19.00,
1,"EV","VPS","IAH",-8.00,-25.00,
1,"EV","VPS","IAH",,,
1,"EV","VPS","IAH",-4.00,20.00,
1,"EV","VPS","IAH",-5.00,-7.00,
1,"EV","VPS","IAH",-4.00,-4.00,
1,"EV","VPS","IAH",-1.00,0.00,
1,"EV","VPS","IAH",-12.00,-4.00,
1,"EV","VPS","IAH",-6.00,-7.00,
1,"EV","VPS","IAH",-4.00,1.00,
1,"EV","VPS","IAH",8.00,-4.00,
1,"EV","VPS","IAH",-9.00,-5.00,
1,"EV","VPS","IAH",-4.00,16.00,
1,"EV","VPS","IAH",-10.00,11.00,
1,"EV","VPS","IAH",-3.00,-14.00,
1,"EV","VPS","IAH",-7.00,-10.00,
1,"EV","IAH","PNS",-8.00,15.00,
1,"EV","IAH","PNS",-3.00,-14.00,
1,"EV","IAH","PNS",-1.00,-15.00,
1,"EV","IAH","PNS",-2.00,-17.00,
1,"EV","IAH","PNS",-8.00,-1.00,
1,"EV","IAH","PNS",-5.00,,
1,"EV","IAH","PNS",,,
1,"EV","IAH","PNS",125.00,107.00,
1,"EV","IAH","PNS",-6.00,-6.00,
1,"EV","IAH","PNS",-11.00,-11.00,
1,"EV","IAH","PNS",-4.00,-22.00,
1,"EV","IAH","PNS",74.00,62.00,
1,"EV","IAH","PNS",-9.00,-3.00,
1,"EV","IAH","PNS",-5.00,-16.00,
1,"EV","IAH","PNS",-11.00,-35.00,
1,"EV","IAH","PNS",-2.00,0.00,
1,"EV","IAH","PNS",-5.00,-8.00,
1,"EV","IAH","PNS",-7.00,0.00,
1,"EV","IAH","PNS",-11.00,-19.00,
1,"EV","IAH","PNS",-4.00,-11.00,
1,"EV","IAH","VPS",-11.00,-19.00,
1,"EV","IAH","VPS",-8.00,-16.00,
1,"EV","IAH","VPS",26.00,28.00,
1,"EV","IAH","VPS",-1.00,-9.00,
1,"EV","IAH","VPS",-6.00,-13.00,
1,"EV","IAH","VPS",-4.00,-12.00,
1,"EV","IAH","VPS",,,
1,"EV","IAH","VPS",6.00,14.00,
1,"EV","IAH","VPS",-5.00,-18.00,
1,"EV","IAH","VPS",-6.00,-13.00,
1,"EV","IAH","VPS",-5.00,-11.00,
1,"EV","IAH","VPS",-8.00,-11.00,
1,"EV","IAH","VPS",-10.00,-20.00,
1,"EV","IAH","VPS",-5.00,-13.00,
1,"EV","IAH","VPS",-9.00,-18.00,
1,"EV","IAH","VPS",-9.00,-15.00,
1,"EV","IAH","VPS",-1.00,-5.00,
1,"EV","IAH","VPS",-6.00,-18.00,
1,"EV","IAH","VPS",-6.00,-15.00,
1,"EV","IAH","VPS",-6.00,-15.00,
1,"EV","IAH","ECP",-2.00,-16.00,
1,"EV","IAH","ECP",-1.00,-9.00,
1,"EV","IAH","ECP",30.00,31.00,
1,"EV","IAH","ECP",-2.00,-18.00,
1,"EV","IAH","ECP",29.00,18.00,
1,"EV","BHM","MCO",158.00,157.00,
1,"EV","MCO","BHM",160.00,170.00,
1,"EV","ATL","EYW",-8.00,-14.00,
1,"EV","ATL","EYW",152.00,163.00,
1,"EV","TLH","ATL",-8.00,-13.00,
1,"EV","ATL","ECP",19.00,12.00,
1,"EV","ATL","ECP",4.00,-4.00,
1,"EV","ECP","ATL",11.00,-1.00,
1,"EV","ECP","ATL",-7.00,-18.00,
1,"EV","VPS","ATL",120.00,110.00,
1,"EV","ATL","ECP",10.00,4.00,
1,"EV","ECP","ATL",-1.00,-9.00,
1,"EV","EYW","ATL",12.00,11.00,
1,"EV","EYW","ATL",-15.00,-9.00,
1,"EV","ATL","ECP",14.00,8.00,
1,"EV","ECP","ATL",-6.00,-13.00,
1,"EV","ATL","VPS",50.00,39.00,
1,"EV","VPS","ATL",34.00,18.00,
1,"EV","ATL","TLH",4.00,-1.00,
1,"EV","ATL","TLH",-1.00,-11.00,
1,"EV","TLH","ATL",-4.00,-5.00,
1,"EV","TLH","ATL",-4.00,-14.00,
1,"EV","TLH","ATL",-5.00,-10.00,
1,"EV","ATL","TLH",17.00,11.00,
1,"EV","ATL","TLH",-2.00,-15.00,
1,"EV","ATL","TLH",-3.00,-11.00,
1,"EV","ATL","TLH",0.00,0.00,
1,"EV","ATL","TLH",69.00,71.00,
1,"EV","ATL","TLH",74.00,69.00,
1,"EV","ATL","TLH",0.00,-7.00,
1,"EV","ATL","TLH",-1.00,-7.00,
1,"EV","ATL","TLH",-3.00,-11.00,
1,"EV","ATL","TLH",,,
1,"EV","ATL","TLH",-3.00,-9.00,
1,"EV","ATL","TLH",-1.00,0.00,
1,"EV","ATL","TLH",-2.00,-11.00,
1,"EV","ATL","TLH",12.00,1.00,
1,"EV","ATL","TLH",-4.00,-12.00,
1,"EV","TLH","ATL",-5.00,-6.00,
1,"EV","TLH","ATL",-2.00,-7.00,
1,"EV","TLH","ATL",-7.00,-14.00,
1,"EV","TLH","ATL",5.00,7.00,
1,"EV","TLH","ATL",72.00,62.00,
1,"EV","TLH","ATL",52.00,45.00,
1,"EV","TLH","ATL",-6.00,-23.00,
1,"EV","TLH","ATL",-4.00,-10.00,
1,"EV","TLH","ATL",-5.00,-16.00,
1,"EV","TLH","ATL",,,
1,"EV","TLH","ATL",-3.00,-17.00,
1,"EV","TLH","ATL",0.00,-11.00,
1,"EV","TLH","ATL",-6.00,-22.00,
1,"EV","TLH","ATL",4.00,-1.00,
1,"EV","TLH","ATL",-7.00,-19.00,
1,"EV","ATL","GNV",39.00,19.00,
1,"EV","GNV","ATL",17.00,-2.00,
1,"EV","TLH","ATL",-4.00,-25.00,
1,"EV","TLH","ATL",-8.00,-13.00,
1,"EV","TLH","ATL",-9.00,-26.00,
1,"EV","ATL","GNV",8.00,-4.00,
1,"EV","GNV","ATL",-6.00,6.00,
1,"EV","TLH","ATL",-3.00,-8.00,
1,"EV","TLH","ATL",314.00,307.00,
1,"EV","ATL","TLH",3.00,11.00,
1,"EV","ATL","TLH",0.00,-8.00,
1,"EV","ATL","TLH",-3.00,-8.00,
1,"EV","ATL","TLH",-1.00,-13.00,
1,"EV","ATL","TLH",-3.00,-6.00,
1,"EV","ATL","TLH",-6.00,-14.00,
1,"EV","ATL","TLH",41.00,63.00,
1,"EV","ATL","TLH",-1.00,-2.00,
1,"EV","ATL","TLH",-5.00,-8.00,
1,"EV","ATL","TLH",,,
1,"EV","ATL","TLH",9.00,1.00,
1,"EV","ATL","TLH",12.00,18.00,
1,"EV","ATL","TLH",-2.00,-10.00,
1,"EV","ATL","TLH",15.00,16.00,
1,"EV","ATL","TLH",5.00,-1.00,
1,"EV","ATL","TLH",-2.00,-12.00,
1,"EV","ATL","TLH",-9.00,14.00,
1,"EV","ATL","TLH",39.00,38.00,
1,"EV","ATL","TLH",-5.00,10.00,
1,"EV","ATL","TLH",-2.00,-14.00,
1,"EV","TLH","ATL",7.00,0.00,
1,"EV","TLH","ATL",-6.00,0.00,
1,"EV","TLH","ATL",-7.00,-1.00,
1,"EV","TLH","ATL",57.00,51.00,
1,"EV","TLH","ATL",-6.00,-11.00,
1,"EV","TLH","ATL",-6.00,-10.00,
1,"EV","TLH","ATL",51.00,76.00,
1,"EV","TLH","ATL",-3.00,-11.00,
1,"EV","TLH","ATL",-7.00,-17.00,
1,"EV","TLH","ATL",,,
1,"EV","TLH","ATL",-2.00,1.00,
1,"EV","TLH","ATL",8.00,6.00,
1,"EV","TLH","ATL",-2.00,-11.00,
1,"EV","TLH","ATL",8.00,3.00,
1,"EV","TLH","ATL",-2.00,-9.00,
1,"EV","TLH","ATL",-6.00,-9.00,
1,"EV","TLH","ATL",4.00,-5.00,
1,"EV","TLH","ATL",29.00,21.00,
1,"EV","TLH","ATL",3.00,1.00,
1,"EV","TLH","ATL",-9.00,-7.00,
1,"EV","ATL","ECP",16.00,17.00,
1,"EV","ATL","ECP",0.00,-7.00,
1,"EV","ECP","ATL",16.00,31.00,
1,"EV","ECP","ATL",-7.00,-16.00,
1,"EV","ATL","VPS",0.00,4.00,
1,"EV","ATL","VPS",27.00,18.00,
1,"EV","VPS","ATL",0.00,7.00,
1,"EV","VPS","ATL",16.00,2.00,
1,"EV","ATL","TLH",322.00,311.00,
1,"EV","ATL","TLH",-2.00,-8.00,
1,"EV","ATL","TLH",0.00,-13.00,
1,"EV","ATL","TLH",-8.00,-20.00,
1,"EV","ATL","EYW",-6.00,-3.00,
1,"EV","ATL","EYW",-5.00,-23.00,
1,"EV","ATL","EYW",-1.00,-11.00,
1,"EV","ATL","EYW",-3.00,-9.00,
1,"EV","ATL","EYW",47.00,54.00,
1,"EV","ATL","EYW",60.00,56.00,
1,"EV","ATL","EYW",78.00,66.00,
1,"EV","ATL","EYW",49.00,41.00,
1,"EV","ATL","EYW",-1.00,1.00,
1,"EV","ATL","EYW",40.00,37.00,
1,"EV","ATL","EYW",-3.00,-7.00,
1,"EV","ATL","EYW",-4.00,-11.00,
1,"EV","ATL","EYW",-4.00,-9.00,
1,"EV","ATL","EYW",-7.00,-10.00,
1,"EV","ATL","EYW",50.00,65.00,
1,"EV","ATL","EYW",144.00,145.00,
1,"EV","ATL","EYW",-4.00,-6.00,
1,"EV","ATL","EYW",9.00,4.00,
1,"EV","ATL","EYW",26.00,13.00,
1,"EV","ATL","EYW",34.00,25.00,
1,"EV","ATL","EYW",-4.00,-7.00,
1,"EV","ATL","EYW",43.00,34.00,
1,"EV","ATL","EYW",-5.00,-11.00,
1,"EV","ATL","EYW",-10.00,-12.00,
1,"EV","ATL","EYW",56.00,51.00,
1,"EV","ATL","EYW",-5.00,1.00,
1,"EV","ATL","EYW",-3.00,-7.00,
1,"EV","ATL","EYW",-5.00,-16.00,
1,"EV","ATL","EYW",-5.00,-20.00,
1,"EV","EYW","ATL",0.00,-6.00,
1,"EV","EYW","ATL",-9.00,-11.00,
1,"EV","EYW","ATL",-2.00,-7.00,
1,"EV","EYW","ATL",-8.00,-8.00,
1,"EV","EYW","ATL",56.00,51.00,
1,"EV","EYW","ATL",51.00,40.00,
1,"EV","EYW","ATL",62.00,44.00,
1,"EV","EYW","ATL",34.00,38.00,
1,"EV","EYW","ATL",-4.00,-12.00,
1,"EV","EYW","ATL",43.00,26.00,
1,"EV","EYW","ATL",-6.00,10.00,
1,"EV","EYW","ATL",-13.00,-30.00,
1,"EV","EYW","ATL",-12.00,-21.00,
1,"EV","EYW","ATL",-12.00,-23.00,
1,"EV","EYW","ATL",,,
1,"EV","EYW","ATL",134.00,125.00,
1,"EV","EYW","ATL",-6.00,-28.00,
1,"EV","EYW","ATL",-1.00,11.00,
1,"EV","EYW","ATL",23.00,26.00,
1,"EV","EYW","ATL",25.00,38.00,
1,"EV","EYW","ATL",-10.00,-6.00,
1,"EV","EYW","ATL",32.00,16.00,
1,"EV","EYW","ATL",-14.00,-36.00,
1,"EV","EYW","ATL",-12.00,-29.00,
1,"EV","EYW","ATL",39.00,22.00,
1,"EV","EYW","ATL",-8.00,-17.00,
1,"EV","EYW","ATL",-9.00,-30.00,
1,"EV","EYW","ATL",-10.00,-16.00,
1,"EV","EYW","ATL",-13.00,-28.00,
1,"EV","ATL","VPS",0.00,-11.00,
1,"EV","VPS","ATL",-9.00,-23.00,
1,"EV","EYW","ATL",138.00,124.00,
1,"EV","EYW","ATL",-9.00,-1.00,
1,"EV","EYW","ATL",0.00,5.00,
1,"EV","EYW","ATL",-7.00,-3.00,
1,"EV","EYW","ATL",-2.00,-6.00,
1,"EV","EYW","ATL",-8.00,-19.00,
1,"EV","EYW","ATL",17.00,8.00,
1,"EV","EYW","ATL",112.00,116.00,
1,"EV","EYW","ATL",-3.00,7.00,
1,"EV","EYW","ATL",-9.00,-17.00,
1,"EV","EYW","ATL",-13.00,-14.00,
1,"EV","EYW","ATL",-8.00,-16.00,
1,"EV","EYW","ATL",-13.00,-4.00,
1,"EV","EYW","ATL",94.00,82.00,
1,"EV","EYW","ATL",138.00,146.00,
1,"EV","EYW","ATL",358.00,361.00,
1,"EV","EYW","ATL",44.00,31.00,
1,"EV","EYW","ATL",-5.00,-12.00,
1,"EV","EYW","ATL",-1.00,5.00,
1,"EV","EYW","ATL",-9.00,-15.00,
1,"EV","EYW","ATL",-13.00,-14.00,
1,"EV","EYW","ATL",-14.00,-16.00,
1,"EV","EYW","ATL",-1.00,-8.00,
1,"EV","EYW","ATL",-4.00,6.00,
1,"EV","EYW","ATL",-14.00,-23.00,
1,"EV","EYW","ATL",-14.00,-23.00,
1,"EV","EYW","ATL",-6.00,-11.00,
1,"EV","EYW","ATL",-5.00,-10.00,
1,"EV","EYW","ATL",-6.00,-3.00,
1,"EV","TLH","ATL",-3.00,-23.00,
1,"EV","TLH","ATL",-6.00,-18.00,
1,"EV","TLH","ATL",-5.00,-17.00,
1,"EV","TLH","ATL",-3.00,-2.00,
1,"EV","TLH","ATL",-6.00,-17.00,
1,"EV","DTW","JAX",-3.00,-15.00,
1,"EV","DTW","JAX",-1.00,-39.00,
1,"EV","DTW","JAX",-2.00,-4.00,
1,"EV","DTW","JAX",10.00,22.00,
1,"EV","DTW","JAX",14.00,-13.00,
1,"EV","DTW","JAX",-4.00,-38.00,
1,"EV","DTW","JAX",88.00,48.00,
1,"EV","DTW","JAX",11.00,-3.00,
1,"EV","DTW","JAX",24.00,1.00,
